,ANN,ANNdetrended,SDNN,MedianNN,MedianNNdetrended,RangeNN,rMMSD,SDSD,NN50,pNN50,avgHR,Percentile10NN,Percentile10NNdetrended,Percentile25NN,Percentile25NNdetrended,Percentile75NN,Percentile75NNdetrended,Percentile90NN,Percentile90NNdetrended,IQR,MinMaxNNdiff,MeanAbsDiffNN,MeanAbsDiffNNdetrend,MeanAbsDeviationNN,MeanAbsDeviationNNdetrended,MedianAbsDeviationNN,MedianAbsDeviationNNdetrended,VLF_RAW,VLF_NU,LF_RAW,LF_NU,HF_RAW,HF_NU,TOT_RAW,LFHF_RATIO,VLF_NU_LOG,LF_NU_LOG,HF_NU_LOG,LFHF_RATIO_LOG,VLF_PEAK,LF_PEAK,HF_PEAK,VLF_RAW_BA,VLF_NU_BA,LF_RAW_BA,LF_NU_BA,HF_RAW_BA,HF_NU_BA,TOT_RAW_BA,LFHF_RATIO_BA,VLF_NU_LOG_BA,LF_NU_LOG_BA,HF_NU_LOG_BA,LFHF_RATIO_LOG_BA,DFAalpha1,DFAalpha2,MSE1,MSE2,MSE3,MSE4,MSE5,MSE6,MSE7,MSE8,MSE9,MSE10,Labels
292,0.9478267973856216,5.079451746651043e-17,0.05457074879281015,0.94,-0.007652052836228496,0.29500000000000004,0.003239520138585165,0.031024123278412443,68.0,0.2222222222222222,56.90161442006274,0.89,-0.056988315985691804,0.905,-0.039202362392421364,0.985,0.03302474285668422,1.02,0.07119961273628561,0.07999999999999996,0.29500000000000004,0.06082920818601379,0.05953360938149611,0.04373766500064087,0.042470091595781204,0.03749999999999992,0.03593880807516037,0.007458908207690025,0.025435215984371113,0.07044227951250162,0.24021137463317854,0.22280894399875992,0.7597886253668215,0.30071013171895156,0.31615552880540415,0.02511712343325424,0.2152818285035624,0.5651937026141742,0.2747150089028968,0.03662109375,0.146484375,0.25634765625,0.024951702450247526,0.13143792381340835,0.08664007953380633,0.4563933942246537,0.10319632175985238,0.5436066057753464,0.21478810374390622,0.8395655780777342,0.12348932273355742,0.3759631016213061,0.43412163013274657,0.6095294448743716,0.8359542248639238,0.749461835811901,1.755774183625935,1.843081698382176,1.6711792289506104,1.3356311864759365,1.3770777060149666,1.4081134085145304,1.3009345121687337,1.2192402764567245,1.0672617587840336,1.4170660197866443,S3
293,0.9465635179153091,1.7611681204965839e-16,0.052501151913931454,0.935,-0.006388968379770987,0.28,0.003130012746634795,0.02967393068368393,65.0,0.21172638436482086,56.84605015673978,0.8900000000000001,-0.056299704128023584,0.905,-0.036508462875822295,0.98,0.030293901984839056,1.014,0.06578793353290395,0.07499999999999996,0.28,0.0582110238232179,0.05425911741185914,0.04197593608420243,0.03919374806086038,0.03499999999999992,0.033216966976307716,0.019892273264727985,0.11401396069876735,0.06052161696967179,0.3468838964142577,0.11395064189066836,0.6531161035857423,0.19436453212506813,0.5311213343382493,0.10796967347213898,0.2977936995145242,0.5026620544762044,0.4260003652258586,0.03662109375,0.08544921875,0.3662109375,0.01310130680109855,0.10415805665293365,0.061410169349538676,0.4882233501805454,0.06437277267244601,0.5117766498194545,0.13888424882308326,0.953977385159682,0.09908310486554181,0.397583026074669,0.41328554847253113,0.6698669799403522,0.7643357459115043,0.8548188297386883,1.6831439283956346,1.7595705054892117,1.6952332725970867,1.4051036930773868,1.4958565636314167,1.3772171429687738,1.5020551513955063,1.2425064683281788,1.0033021088637848,1.1075809586508703,S3
294,0.9399514563106789,7.940430046671832e-17,0.04717074098093496,0.93,-0.009283707053985735,0.2350000000000001,0.0030853552908928746,0.029372752287246714,66.0,0.21359223300970873,56.4267084639498,0.8900000000000001,-0.05236229495527951,0.9,-0.0353932033750777,0.965,0.03002926857045246,1.005,0.06245888652531313,0.06499999999999995,0.2350000000000001,0.05284054133569483,0.05145851341558197,0.03839318817356322,0.03747919931973031,0.030000000000000027,0.031730917062893216,0.008179398435285031,0.049335175304588655,0.03397190697765935,0.20490626534879125,0.13182051971965222,0.7950937346512087,0.17397182513259662,0.25771334424950465,0.048156797258367384,0.1864017758246783,0.5850572404382304,0.22929526605643336,0.03662109375,0.146484375,0.32958984375,0.020458801922026718,0.19264872659254978,0.0386392851567234,0.36384384140670956,0.067558156601077,0.6361561585932906,0.1266562436798271,0.5719410815911371,0.1761766543202802,0.31030706709506706,0.4923496850882459,0.4523112134007689,0.666267673086449,1.0832565712716784,1.6534370107447474,1.8580275433888214,1.5629594846222987,1.288233147943676,1.1834846274089899,1.2960309487438835,1.5101197112322367,1.2328618141780732,1.1041524690437252,1.2694300209805798,S3
295,0.934614147909967,1.4636380710492416e-17,0.04487450953094159,0.925,-0.009102863970382846,0.2350000000000001,0.002995140010694468,0.02931001787661956,62.0,0.19935691318327975,56.08213166144196,0.885,-0.04793512881683189,0.9,-0.03370128926539692,0.96375,0.02647355046157035,1.0,0.06452906736454081,0.06374999999999997,0.2350000000000001,0.05005269162950685,0.04955887362224064,0.03638744429854931,0.03600849232179233,0.029999999999999916,0.029522150989763296,0.0068303745462703295,0.025976662034433277,0.058915623959392156,0.22406256666796834,0.2040271104541499,0.7759374333320317,0.2697731089598124,0.28876370315812516,0.025644999934737723,0.2021752993425252,0.5743284149697113,0.2536833891989054,0.03662109375,0.146484375,0.244140625,0.021668195152838632,0.12570176797733768,0.07506723700760347,0.4354808668867567,0.0973105704130934,0.5645191331132434,0.1940460025735355,0.7714191447952191,0.1184066349355629,0.3614998919542845,0.4475785135906858,0.571781002054949,0.6618866859794452,0.6386041601043845,2.055812923286391,1.9287699329716586,1.8947198465829884,1.4035858582299516,1.3747779190583316,1.5881605139868153,1.3555227024531369,1.2144441041932312,1.463852595465765,1.450373217804413,S3
296,0.9311217948717945,-1.4091292235626986e-16,0.045056498001977016,0.9225000000000001,-0.008396030939498422,0.2350000000000001,0.002964352959392854,0.029105434809368162,62.0,0.1987179487179487,55.903448275862054,0.885,-0.04938898843555329,0.9,-0.0328989287022865,0.955,0.02759817353492533,0.995,0.06406165635025163,0.05499999999999994,0.2350000000000001,0.050145519004048456,0.04950377694842565,0.03605235042735033,0.03569303607991888,0.02750000000000008,0.028772931402755886,0.007995538044519423,0.030363293332054113,0.05985837695899424,0.22731396534751316,0.2034707012500103,0.7726860346524869,0.27132461625352394,0.2941867138180476,0.029911452026167174,0.20482801347576898,0.5724959299970289,0.2578824776464757,0.03662109375,0.146484375,0.2685546875,0.02410900781361601,0.14283662625460558,0.07432459420887647,0.44034471955925003,0.094462701079391,0.55965528044075,0.1928963031018835,0.7868141960752371,0.13351344043616284,0.36488247352184705,0.44446482276663485,0.5804342554358555,0.6626559478065714,0.6033753929606159,2.0589220128211947,1.9523378596898688,1.6843392206072183,1.4449341989569395,1.5489491509534494,1.6667784590493453,1.6211339521972916,1.2151998669197195,1.1518936552810464,1.1604876923861973,S3
297,0.9303514376996803,2.0572822820530058e-16,0.04460874575962549,0.92,-0.007722683392999197,0.2350000000000001,0.0029340055907762204,0.02907422514268929,61.0,0.19488817891373802,55.85068965517242,0.88,-0.04946072017256442,0.9,-0.03318902103523122,0.955,0.025933378226391135,0.9949999999999999,0.06278118968494126,0.05499999999999994,0.2350000000000001,0.04956684689113511,0.04905563738375171,0.03548632730761768,0.03521325008272245,0.025000000000000022,0.0287544945236079,0.00965071236566253,0.04656501258627877,0.054849148704206444,0.26464899201072717,0.15240328890184046,0.7353510079892728,0.21690314997170945,0.35989478376371226,0.04551338480257684,0.23479460700434726,0.5512097030171705,0.30740733187552066,0.03662109375,0.146484375,0.390625,0.026723793149960956,0.18566245713128213,0.06268052525860432,0.4354703790920816,0.08125699212039134,0.5645296209079184,0.1706613105289566,0.7713862354852626,0.1703016539387562,0.36149258580814925,0.44758521709421,0.5717624239472489,0.6274886444113349,0.695468623998313,2.0344085151665214,1.8340789011069667,1.7925966396411186,1.3937293396074086,1.42048572586817,1.4789271631534993,1.6989284831851612,1.2710283164726615,1.3621968095408301,1.2560797211213621,S3
298,0.9296166134185304,2.954683001638196e-16,0.045190267048671025,0.92,-0.009411289805003498,0.2350000000000001,0.0029394276027521374,0.029479779049807336,61.0,0.19488817891373802,55.794827586206914,0.88,-0.049355020013054786,0.895,-0.032440761122233513,0.955,0.024994589744111756,0.9949999999999999,0.06390050607905384,0.05999999999999994,0.2350000000000001,0.050015974440901875,0.04970019357080856,0.035784074554195716,0.03575196033498162,0.025000000000000022,0.028357411091787688,0.018635697895387358,0.12985408602827173,0.05774408361051936,0.40236245741245086,0.08576851938396791,0.5976375425875491,0.16214830088987464,0.6732549894211307,0.12208849697797855,0.33815828402443837,0.4685260022096302,0.5147708248684438,0.03662109375,0.09765625,0.390625,0.018504433213259362,0.14788195937089954,0.05796667787211299,0.46325255159976475,0.06716307623703291,0.5367474484002352,0.14363418732240527,0.8630735981707589,0.1379184697630948,0.3806617329770217,0.42966813641657564,0.6222275960301021,0.6017817913840277,0.7108201131381402,2.075098792245699,2.01764582241137,1.5963444356870808,1.4472334977997452,1.564702018592709,1.4010656784402034,1.51787071890861,1.2602536402245257,1.330204894468847,1.3588953869317764,S3
299,0.9295527156549515,-1.2201812155624724e-16,0.044803251520043115,0.92,-0.008065073344676987,0.2350000000000001,0.0028676047585540886,0.028306011097339802,56.0,0.17891373801916932,55.77978056426327,0.88,-0.049236971164608054,0.895,-0.03335602379651659,0.955,0.02580654490297135,0.9949999999999999,0.06399405008820762,0.05999999999999994,0.2350000000000001,0.049616613418539186,0.04965070577589001,0.03549428900978874,0.03552353087883205,0.029999999999999916,0.02733772363043241,0.025627297145272836,0.1490516620098013,0.06790569507311835,0.3949482714936269,0.10402997340394732,0.6050517285063732,0.1975629656223385,0.6527512490024507,0.13893696044051534,0.33285733321922245,0.4731559856616033,0.5024413229429278,0.01220703125,0.048828125,0.390625,0.01714794497640835,0.10909119853079527,0.06149027633413034,0.39118669627811464,0.09569880222904696,0.6088133037218854,0.17433702353958563,0.6425396650938073,0.10354093991119538,0.33015712124489993,0.4754968287868965,0.49624362030501484,0.6701587890792896,0.7566460096237169,2.096219884259916,1.925557920206415,1.853751145256023,1.5517054457655286,1.4784096500276962,1.6761292869327726,1.4676400005738428,1.5146038097632617,1.5198257537444133,1.4485982444560457,S3
300,0.9292332268370604,3.9726830274127006e-16,0.04343673466180196,0.92,-0.006914747281370426,0.2350000000000001,0.0028690821092993103,0.027698403234833226,57.0,0.18210862619808307,55.76849529780564,0.88,-0.04935299053117128,0.9,-0.031227062667394667,0.955,0.02840944689378952,0.99,0.05889028666333804,0.05499999999999994,0.2350000000000001,0.048428975178185306,0.048259324035846436,0.034731088405516,0.03456248054028268,0.025000000000000022,0.027819956467496243,0.02196248140469067,0.0991044634079686,0.06652521778432817,0.3001913076272882,0.15508418959706283,0.6998086923727119,0.24357188878608166,0.428961959031239,0.09449572405068841,0.26251141335386124,0.5305157108313515,0.3569482779014683,0.03662109375,0.09765625,0.390625,0.02192212635863794,0.1477859044633466,0.0665528717076817,0.44865977775359894,0.08178418681115016,0.551340222246401,0.1702591848774698,0.8137621012404336,0.13783478613523023,0.37063883780755896,0.43911921684226884,0.5954031971391078,0.6435438773026546,0.6975127600166191,2.09492439010273,2.051214859584634,1.8362904240380908,1.4552872326068422,1.5559492274831142,1.6598687660609923,1.5494948764670669,1.4408984951547423,1.2976582884032588,1.3993664426872434,S3
301,0.9274522292993631,-2.704842719230079e-16,0.04256218091469969,0.92,-0.00624924343071126,0.2350000000000001,0.0028050954463268458,0.027181929943893377,59.0,0.18789808917197454,55.68075235109721,0.88,-0.04769897234488539,0.895,-0.03045954062217493,0.955,0.02833900699735714,0.99,0.05902792227613227,0.05999999999999994,0.2350000000000001,0.04758185629109033,0.04714400763984699,0.03424641973305205,0.03382424232111124,0.025000000000000022,0.028386184652327007,0.005436483995185393,0.0236065279277873,0.04704071210338054,0.20426214534888665,0.18325507776523858,0.7957378546511134,0.23573227386380452,0.25669527238771894,0.02333220270382074,0.18586705188226552,0.5854159985647501,0.22848547570598376,0.03662109375,0.146484375,0.29296875,0.017250673020599322,0.11752073212709514,0.060305155169005475,0.4108306950132766,0.08648318343616283,0.5891693049867235,0.16403901162576762,0.6973049877785714,0.11111259957250759,0.3441786763115454,0.4632114300138608,0.5290416918357008,0.6454636493316921,0.6336851523294066,2.080099220098807,1.9037352240046006,1.5459852213227643,1.4576512999017228,1.5319676507581066,1.6182227419898332,1.4932664806720584,1.4759065198095778,1.5463797764669636,1.6499840068284504,S3
302,0.9277316293929713,2.404892046951617e-16,0.042139856311629434,0.92,-0.0088857886176823,0.2300000000000001,0.0027724358974358988,0.02661026768674008,56.0,0.17891373801916932,55.67163009404389,0.88,-0.04748106703942949,0.895,-0.03061319820672978,0.955,0.02868142574037369,0.9849999999999999,0.05977757175975591,0.05999999999999994,0.2300000000000001,0.04709674776768232,0.047020491247334144,0.034088436137961975,0.03399217194808128,0.025000000000000022,0.026194541452930653,0.00964167917949867,0.03746499761524048,0.05973383323962854,0.2321097682476736,0.19761782279188037,0.7678902317523265,0.26699333521100754,0.30226946332941207,0.03678023531528055,0.20872795874600347,0.5697868761750917,0.26410848345538485,0.03662109375,0.146484375,0.244140625,0.026793338786440933,0.15546294312649908,0.0747323619004592,0.4336194537173363,0.09761313888321879,0.5663805462826638,0.19913883957011894,0.7655973648164986,0.14450108022799688,0.3602023329827712,0.4487675733366657,0.5684890834448324,0.637422921471852,0.5951014680170935,2.089844756440722,1.9890029887530896,1.6917924454386255,1.5716466407185952,1.5161257352924487,1.4525055896449652,1.5117110216313452,1.2246530095634747,1.5708656376478607,1.414465238086587,S3
303,0.9284824281150152,2.3552335091089583e-16,0.04171039321053766,0.92,-0.008529623547937959,0.2300000000000001,0.0027429606276070106,0.02646870960232481,56.0,0.17891373801916932,55.73322884012536,0.88,-0.048255890036989074,0.9,-0.0288531089110923,0.9562499999999999,0.027924889994724977,0.9849999999999999,0.05699660552914478,0.05624999999999991,0.2300000000000001,0.04657266322602481,0.0465799092411898,0.033667588727046206,0.0336688201307807,0.025000000000000022,0.02525957488107211,0.016008941742791754,0.06033335263082949,0.06916462132525733,0.26066266934061777,0.1961768696531739,0.7393373306593822,0.281350432721223,0.35256256992751095,0.05858334229835906,0.2316375107598116,0.5535041962381416,0.30200099309172496,0.03662109375,0.146484375,0.244140625,0.039961946589059556,0.2196596815799672,0.08136519483689358,0.4472417966360292,0.10056143958969503,0.5527582033639707,0.22188858101564818,0.8091092884994004,0.1985718703068927,0.3696595357184036,0.4400328355629274,0.5928346183524995,0.5710971285441333,0.6949000074451445,2.009078892256276,1.8822686057415141,1.6760092497210928,1.4246891699825346,1.415170284621745,1.4789271631534993,1.4469189829363254,1.1564318595569358,1.3101950175812433,1.2909841813155656,S3
304,0.9264808917197457,-9.581861136096097e-17,0.04031966458884456,0.92,-0.0066375614000917516,0.22499999999999998,0.002672748816567423,0.02585734989558115,51.0,0.1624203821656051,55.61680250783701,0.88,-0.04637283356638487,0.895,-0.03128981327782743,0.955,0.028320708825236407,0.985,0.058522183105756756,0.05999999999999994,0.22499999999999998,0.04507366557457783,0.04507902279641192,0.03246571869041345,0.03246926728338752,0.025000000000000022,0.025023427241920915,0.03078697010192765,0.09825530962630134,0.09959101359132516,0.3178404969380262,0.2137454383421231,0.6821595030619737,0.34412342203537594,0.4659328141165698,0.09372283848651425,0.275994409741769,0.5200783864613755,0.38249177302583676,0.03662109375,0.146484375,0.20751953125,0.07268209616536078,0.3431065223524449,0.10383896043411175,0.4901870815363316,0.10799640680702888,0.5098129184636684,0.2845174634065014,0.9615038453978773,0.2949852311138233,0.39890167015368694,0.4119857480940331,0.6737114471029063,0.618056224338135,0.8221751585716933,2.0221972253048506,1.8250958894956466,1.8487464006016654,1.4675573251986564,1.5369546360073805,1.59440003506956,1.3602221208101155,1.2222262446352863,1.2661500492778277,1.4900911548015343,S3
305,0.9263535031847138,-6.32897838878672e-17,0.04006383728471384,0.92,-0.006762136359804327,0.22499999999999998,0.0026606437186709837,0.02553697502585143,47.0,0.14968152866242038,55.59380877742948,0.88,-0.045761281191828054,0.895,-0.029961781501432805,0.955,0.027858841564748937,0.985,0.0576290594315095,0.05999999999999994,0.22499999999999998,0.04482214444151112,0.044828438449726525,0.032273013103979904,0.03220841388385801,0.025000000000000022,0.025177666597865633,0.026084207864967908,0.08981238195322208,0.0893496855225599,0.3076462250682306,0.2010802896957081,0.6923537749317695,0.31651418308323587,0.444348303146825,0.08600555477714063,0.2682287463200421,0.5261203261675322,0.36765821855025443,0.03662109375,0.146484375,0.1953125,0.06230692649299978,0.3222792486530989,0.09473505003789462,0.4900119852767349,0.09859705791940947,0.509988014723265,0.2556390344503039,0.9608303943037373,0.27935695108466185,0.39878416373490566,0.41210171352597186,0.6733680540825252,0.555291026391973,0.9445872923042385,2.054734048026361,1.8933881016972698,1.7567908713903082,1.7785492374912484,1.444636398060309,1.5085119938441398,1.425515074273172,1.5086963426325686,1.330204894468847,1.3862943611198906,S3
306,0.9289456869009585,1.6954843634850634e-16,0.03982542339165688,0.92,-0.006605210203605383,0.22499999999999998,0.002699214659813139,0.026011679288251245,48.0,0.15335463258785942,55.750062695924775,0.885,-0.042933836386035026,0.9,-0.030501631001372653,0.955,0.028009648061387032,0.9849999999999999,0.0569549522332129,0.05499999999999994,0.22499999999999998,0.04450376832965345,0.04444416048302633,0.0322597964662291,0.03207390936475424,0.025000000000000022,0.026902924942825535,0.006573589586001067,0.02890575599648687,0.06056317704751271,0.26631179132867033,0.16685137619233348,0.7336882086713297,0.23398814282584726,0.362976790660091,0.028495864704600322,0.23610857407023425,0.550251051735685,0.3096711244403551,0.03662109375,0.146484375,0.1953125,0.021691429923777025,0.1359100415986042,0.07491952785191629,0.4694165475804064,0.08468185015251657,0.5305834524195936,0.1812928079282099,0.8847176545739398,0.12743412842974314,0.38486541559456144,0.4256490041628876,0.6337780243091097,0.556545429791806,0.6744256678809499,2.020277313708042,1.7724633802863254,1.7899462321038742,1.462893242746667,1.4512139072192063,1.5109126933821315,1.5022542422147591,1.5132940518811981,1.181993897607161,1.213542255342087,S3
307,0.9280830670926516,2.777331080771558e-16,0.04046404863070961,0.92,-0.007330172752503139,0.22499999999999998,0.002732688999558918,0.02650502665299858,51.0,0.16293929712460065,55.681034482758605,0.884,-0.04509906501386098,0.895,-0.03075267470136922,0.955,0.02879227826364658,0.9849999999999999,0.05746464373318252,0.05999999999999994,0.22499999999999998,0.04522384697305548,0.04498989883759011,0.03270044605946777,0.032425137241940384,0.025000000000000022,0.027076667532829335,0.013321722054890092,0.07492826127374004,0.05947325329029865,0.33450836483253604,0.11831976937468784,0.665491635167464,0.19111474471987658,0.5026484889601363,0.07225392565398733,0.28856295798257675,0.5101203562237727,0.40722921047094707,0.03662109375,0.146484375,0.18310546875,0.0338386621487186,0.24196631796242685,0.06774559221781676,0.4844207916698,0.0721030546255557,0.5155792083302001,0.17368730899209106,0.9395661885565314,0.21669586395066193,0.3950246568899624,0.41579768162680064,0.6624643339237479,0.5570420735351265,0.6710385649631273,2.0149030205422647,1.7828784161840945,1.718535279721341,1.4159548203707732,1.3899373523983918,1.275068726009666,1.3619029079957314,1.479820419130714,1.19961549895698,1.2282051177137039,S3
308,0.9296964856230038,3.866271874892718e-17,0.04054105888550873,0.92,-0.007368772433484105,0.20499999999999996,0.002784821157458222,0.026566079990621518,50.0,0.1597444089456869,55.79727272727275,0.885,-0.04481209017067052,0.9,-0.030774419918820656,0.955,0.02767028315694403,0.9849999999999999,0.055997141663001154,0.05499999999999994,0.20499999999999996,0.0454511755550178,0.04543996215013254,0.032767406016188855,0.03276368412371982,0.025000000000000022,0.027391086559398037,0.030360130416973802,0.15735395199496882,0.08777134328742325,0.454911344203632,0.10517030216895859,0.545088655796368,0.22330177587335565,0.8345639546268157,0.14613632363515244,0.37494496694822743,0.43508129109587357,0.6068068263624192,0.01220703125,0.048828125,0.15869140625,0.020255567454227526,0.11106621076881888,0.07854745315295007,0.43069482042176543,0.10382635175148575,0.5693051795782345,0.20262937235866335,0.7565271419818145,0.10532010453324486,0.3581602146730965,0.450632960623098,0.5633386449139601,0.5535707432565652,0.7268230567730806,2.058915948392072,1.7783003158540502,1.7862498134170854,1.2777330548431272,1.4504777055533196,1.6380112848781565,1.494928202122686,1.1280881068010633,1.2827536821790502,1.3932148039644645,S3
309,0.9278115015974439,-3.36968649646613e-17,0.039440228982107285,0.92,-0.007367702122463959,0.20499999999999996,0.002742024175895716,0.026239709280869137,49.0,0.15654952076677317,55.67059561128526,0.885,-0.043607908874463266,0.9,-0.02828265857430659,0.955,0.02712466423149701,0.9849999999999999,0.05753137909281454,0.05499999999999994,0.20499999999999996,0.0442164331940774,0.044231155441106285,0.03177403056068752,0.03176626130207698,0.025000000000000022,0.02539516391607821,0.018070229901582507,0.11533111208765505,0.058632513150057075,0.37421510312372636,0.0980487983753932,0.6257848968762736,0.17475154142703278,0.5979931842262309,0.1091513223413311,0.3178827340388901,0.4859907126305697,0.4687485821448937,0.03662109375,0.146484375,0.15869140625,0.0428297481381056,0.35897354688595984,0.05969248445102313,0.5003070014963334,0.059619226703314154,0.4996929985036665,0.1621414592924429,1.0012287604479262,0.30672966984781447,0.4056697548308177,0.4052604194966574,0.693761372129645,0.5732419288545207,0.8019792187522647,2.0621297343801963,1.7814013491469707,1.6953918199307925,1.461517782357478,1.3168658546881278,1.6397432619294294,1.4399745105835142,1.1915887451262144,1.2344138298271714,1.1758019273592397,S3
310,0.926869009584664,1.0853937557038272e-16,0.03823349440226779,0.92,-0.006692899396242735,0.20499999999999996,0.0026541674214063246,0.02551223115477196,40.0,0.12779552715654952,55.6269592476489,0.885,-0.04336094722720956,0.9,-0.028377038189166703,0.955,0.024686593562010778,0.9849999999999999,0.05675039407795156,0.05499999999999994,0.20499999999999996,0.04280781518801516,0.04266509036486292,0.030656125917381927,0.030549001756792614,0.025000000000000022,0.025342536703645502,0.005609074742528716,0.03840780389190697,0.043385621554982226,0.2970804492544553,0.10265435402692347,0.7029195507455448,0.1516490503244344,0.4226379091879858,0.03768858224367341,0.2601159305922391,0.5323441608380877,0.3525128307817063,0.03662109375,0.146484375,0.1953125,0.017264088127054066,0.15557770996269735,0.05269886125737058,0.4749030526098607,0.05826875827625959,0.5250969473901391,0.12823170766068426,0.9044102331393195,0.14460040071042907,0.3885922605875041,0.42205798009786494,0.6441723717428822,0.6193752358853665,0.4897720023994382,2.0422327729405905,1.7164239005538535,1.7853638329916497,1.6527883533077143,1.6732659539680728,1.6012967548504005,1.5779116587873263,1.497998350699892,1.2931005842219434,1.3862943611198906,S3
311,0.9260350318471335,8.13220686827344e-18,0.03775397973858148,0.92,-0.0052528487026156645,0.20499999999999996,0.002614347929134668,0.024940496073505854,36.0,0.11464968152866242,55.57542319749216,0.885,-0.043352839884453036,0.895,-0.028589471888956997,0.95,0.026172902851948843,0.98,0.053349122689714076,0.05499999999999994,0.20499999999999996,0.04220294662298952,0.04217798787572793,0.03011045072822421,0.03005425120463713,0.025000000000000022,0.02473267158351916,0.013611884250769923,0.08100563574550745,0.0551076824016109,0.327951131905306,0.11292857983493149,0.672048868094694,0.1816481464873123,0.4879870311143751,0.07789175209908487,0.2836372521130925,0.5140497415647624,0.3974242207239771,0.03662109375,0.146484375,0.1953125,0.03368351996101164,0.26278128903799086,0.06176668229173696,0.4818715030676741,0.06641413333757498,0.5181284969323259,0.1618643355903236,0.9300231620547452,0.23331666054883993,0.3933058180322511,0.417478324226452,0.6575320039094168,0.65331207310889,0.42815370532457864,2.047729292491392,1.6888379791695876,1.5966581857877016,1.5989176517599213,1.5586273600303393,1.3862943611198906,1.5342683690554197,1.5431368326128603,1.2992829841302609,1.4579862895760072,S3
312,0.9263057324840763,-3.7478866436390636e-16,0.03752590796970235,0.92,-0.0062640642427381765,0.20499999999999996,0.0026107827854788043,0.024848098772656885,37.0,0.1178343949044586,55.58802507836991,0.885,-0.041410736452250047,0.9,-0.026421153512584672,0.95,0.023813022003738138,0.975,0.048744186069046805,0.04999999999999993,0.20499999999999996,0.04173398994730096,0.04173751074876427,0.029762059312750982,0.02976140642183575,0.025000000000000022,0.024978332514503876,0.019824926682466423,0.10024101642274029,0.06574528117845577,0.3324286599332509,0.1320273211948081,0.6675713400667492,0.21759752905573027,0.49796724332115866,0.09552926164300103,0.2870033371129937,0.5113682805412154,0.404109017914126,0.03662109375,0.146484375,0.18310546875,0.04703971479267169,0.3365650482935951,0.06894673227654612,0.49330784382129017,0.07081737879549137,0.5066921561787099,0.18680382586470917,0.9735849229276423,0.2901029260399162,0.4009936887434375,0.4099166228506533,0.6798516468278885,0.5970817956451043,0.5798111875315776,2.0244224711645664,1.674937510051222,1.7326568803555018,1.276293465905562,1.458789863158044,1.3583655855948804,1.55814461804655,1.3555227024531369,1.3614791920001665,1.3392883187439601,S3
313,0.9273003194888181,3.096564538331507e-16,0.037812533957096446,0.925,-0.004199957187558834,0.20499999999999996,0.0026202780704226666,0.02464863565207239,36.0,0.11501597444089456,55.66145768025078,0.885,-0.043979541210300344,0.9,-0.028685169872251115,0.95,0.023809010923042773,0.9759999999999999,0.04964514904521241,0.04999999999999993,0.20499999999999996,0.0421434422872183,0.042134270286243995,0.02998438281497211,0.029929436340062742,0.025000000000000022,0.025319023124979356,0.013585728386589335,0.07303110598974952,0.04947394705587288,0.2659509279410655,0.13655265356135177,0.7340490720589345,0.19961232900381398,0.3623067422387711,0.07048745296718299,0.23582356147078978,0.5504591778765624,0.30917939693623864,0.03662109375,0.146484375,0.244140625,0.03272239686869287,0.2753982079520336,0.05482348608900758,0.46140537574865764,0.06399499538198354,0.5385946242513423,0.151540878339684,0.8566839603904712,0.2432584498110419,0.3793985588605219,0.43086941811441903,0.6187920796211358,0.597915774639622,0.6302147311052662,2.0158275307955056,2.088925573715837,1.6821813176260252,1.4776224550250936,1.2319288815925258,1.600575225176255,1.3465540324703764,1.5810384379124023,1.4279670575204586,1.3176658547307945,S3
314,0.9273961661341857,3.007888577898188e-16,0.03873409000924259,0.925,-0.005160621007367805,0.21499999999999997,0.0026586147235958617,0.024849700729587643,37.0,0.1182108626198083,55.66438871473356,0.885,-0.044392662871203935,0.9,-0.028303087426604118,0.9512499999999999,0.02500918667319968,0.98,0.051828678230461056,0.05124999999999991,0.21499999999999997,0.043335586139107075,0.04332650211590016,0.030906919535771564,0.030877320935980467,0.025000000000000022,0.025774693855827757,0.007727711604932002,0.04426904772976605,0.03858954460662999,0.22106445988105314,0.13597286414687856,0.7789355401189468,0.18229012035844055,0.28380327831401253,0.04331716481271749,0.19972298643045758,0.5760151742548651,0.24982698349409718,0.03662109375,0.146484375,0.28076171875,0.020053273791974018,0.18045403794471485,0.04688461849132794,0.42190211992436616,0.06424214830409104,0.5780978800756337,0.13118004058739302,0.7298108753991069,0.1658991423887835,0.35199549632868454,0.4562202484313568,0.5480120819552068,0.6660725134313791,0.5376603055270328,2.039632420154179,1.7332160136154449,1.7513499308901785,1.3623123964334052,1.497885426528353,1.5447387358218483,1.5391687165875443,1.5727739280625088,1.4073477703177228,1.4619317753255108,S3
